Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
17314.103128901563,8221,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
17542.03608327932,9135,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
16218.847861937687,13196,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
16336.913140048573,16342,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,0
16339.170323925458,19832,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
15709.052821083313,22236,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
15230.003389847883,22576,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
15048.042184116031,22964,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
14862.093869597764,24021,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
15295.018266878806,27325,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
21335.852484891035,10237,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
20538.08751022537,15066,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
20512.094091238854,16633,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
19924.159052404004,19800,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
19774.24906606605,23359,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
19344.165537356883,23765,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
19105.130124415875,24008,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
18543.427045365264,26034,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
17808.19899602062,32896,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
17968.838278264633,34665,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
22358.877678117064,8970,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,0
23785.92252637716,10577,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
22926.0903712553,14363,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
21895.758784200632,16508,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
21273.06171392014,18908,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
21460.01395289112,19467,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
21183.123587423506,21394,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
20406.099502893565,22596,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
21058.13957995392,24469,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
19556.899320289245,25245,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
23447.686561014783,15755,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
23547.239442877344,16235,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
23016.008008681736,18147,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
22230.02750255721,22102,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
22625.073566049567,23612,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
21799.17209688874,24439,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
21341.25720707451,25212,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
21683.031463554682,26779,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
20986.0160174846,27096,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
20902.103794311908,29649,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
20698.07708317304,2992,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
20099.25684483998,10036,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
18145.12648909345,18339,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17944.856923459283,19592,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,0
19027.862305434533,21797,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
18348.898571694477,23852,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17750.884574628362,25040,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17772.969680041184,25052,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17394.02139780307,25464,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17645.74504414352,27830,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
21908.366624624716,17353,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,0
21956.34266270838,17787,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
21646.11692355359,19562,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
21575.456827000628,20137,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
20952.217801595296,20158,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
21562.04757786264,23767,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,1
19981.127911416857,24323,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
19425.848616326966,27839,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
19191.989616845396,29187,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
19641.74190232848,31324,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
25589.983154631354,2308,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
25098.629057152906,10014,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
23420.706947938266,18910,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
22661.048485078372,20105,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
23493.082295003653,20453,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
22435.20281893674,22287,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21878.119996025493,23237,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
23077.565910273817,23798,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
21698.014745506807,25489,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21831.82291637449,25564,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
26831.1940371618,4695,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26060.335349560824,9795,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26781.81464529163,12052,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26302.074284339633,13050,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26190.27146753898,17335,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
25508.21095610949,17480,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
23348.016954099363,24027,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23406.68981981061,25387,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23159.54378160489,25869,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,0
21536.741730175097,37128,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,1
51154.04721552562,2202,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
49248.15896668025,6685,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
46747.67327033941,15343,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
44130.617055109156,21341,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44084.914211563526,21367,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
43892.46788041363,23371,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44300.63995822445,23751,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
42677.60111703547,24052,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
43374.05241995815,25199,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
40619.072270107514,30082,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
33417.96501301362,6598,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30957.08074927644,10625,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
31431.130369980445,11013,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30781.51563347588,14937,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30646.437700590923,17094,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30792.149028548032,17870,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30392.750158383373,18449,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28817.08184657698,21039,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
29275.20871369445,21056,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28040.12852916417,27484,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
39801.55135426726,14095,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
40335.73731362533,14743,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
39307.00916496322,16041,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38600.23956093723,17138,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38445.8971686577,18661,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36077.796121220716,21966,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
35866.5827089002,24415,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
35338.65368955645,25163,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36154.30354833999,25339,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
34685.66298019584,25421,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
42820.329022530605,5499,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
41378.04808864712,8125,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
40856.39089541863,12791,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
41419.03726221016,14452,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37510.253570061825,21593,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37215.16938281057,22211,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36332.894685013176,25153,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36245.158227824875,26250,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
32954.141335769644,36074,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
32537.186750684898,41829,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
35715.76855577553,6447,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
35651.68001994887,10555,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35129.340771021845,11975,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35165.75936894435,13449,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
32501.245188618374,17508,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
33220.02844616506,18661,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
32509.478288326343,20910,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31132.213491924318,23124,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
31181.715159014646,26222,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31059.181026750543,27544,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
42741.52366620219,2846,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
40966.60741221605,7476,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38795.37909499904,13973,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38297.46253628054,16754,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
37192.89636608691,19100,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36210.122995960104,21778,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36633.633819118375,22042,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
35895.49940992768,23056,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
34974.37803664182,25796,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
32038.33956259937,35326,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
48310.329544860426,788,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
48365.980896530324,2616,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
45061.9519351521,13829,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
44205.87588487087,15104,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
42377.955442077546,18581,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41671.58314009121,20575,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41516.429862284705,23861,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
41053.482168101364,25717,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
38208.50102331117,31303,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
39072.392052608375,31587,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
70755.46671654288,583,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
68566.18718894517,6420,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
69133.73172242832,7892,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
66374.30704019098,12021,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
65281.481236900225,15600,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
63913.11724772801,18200,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
60567.54909331184,23193,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
57154.44343689023,29260,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
55639.08765362396,31805,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
52001.99437855193,42691,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
12146.188030900954,10011,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12163.820424679267,12101,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11472.022761422137,19699,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11017.168710103402,20100,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
11096.85726774127,20334,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
10386.040218322329,22225,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
11137.045654915553,22484,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11045.108844444401,24568,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
10777.052536943225,27906,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
9928.188174619949,29680,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12649.1108932523,3629,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
12314.591216887475,4142,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
11318.008089249166,11156,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
12409.949093633919,11981,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
11555.267402038826,13404,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
11700.111486105887,15253,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0
11215.018646668666,19945,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0
10144.95208068737,23963,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
10491.075198507322,30948,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
9954.054173515282,37345,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
11031.12993127629,20156,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11343.054010466296,20186,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11391.213717519939,21421,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11247.862534813385,21427,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
10921.945371850512,23119,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11179.953571476293,23121,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11394.886402900669,25107,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11070.060643056217,25476,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11013.871367737716,25746,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11115.01364030574,30056,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11918.456068363697,7278,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
12408.806147717796,10213,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
11302.902985431385,14627,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
11615.021017572286,19014,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1
10805.130089877619,21013,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
11169.918388159766,22380,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10770.106553759219,25065,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10872.013925647338,25869,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
10921.945371850512,27776,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0
